add-m,1,10000,20000,759639,37.981950,0
add-m,2,10000,40000,3872423,96.810575,0
add-m,4,10000,80000,17330520,216.631500,0
add-m,8,10000,160000,26042661,162.766631,0
add-m,12,10000,240000,34775285,144.897021,0
add-s,1,10000,20000,384390,19.219500,0
add-s,2,10000,40000,2587055,64.676375,0
add-s,4,10000,80000,10747146,134.339325,0
add-s,8,10000,160000,35535392,222.096200,0
add-s,12,10000,240000,87564783,364.853263,0
list-none-s,1,1000,1,3000,8026917,2675
list-none-s,2,1000,1,6000,17295215,2882
list-none-s,4,1000,1,12000,191843414,15986
list-none-s,8,1000,1,24000,423368062,17640
list-none-s,16,1000,1,48000,3077889509,64122
list-none-s,24,1000,1,72000,8097001962,112458
list-none-m,1,1000,1,3000,8268753,2756,48
list-none-m,2,1000,1,6000,39159274,6526,9808
list-none-m,4,1000,1,12000,147026716,12252,53305
list-none-m,8,1000,1,24000,612693734,25528,254432
list-none-m,16,1000,1,48000,2220051440,46251,901096
list-none-m,24,1000,1,72000,4101417576,56964,1584384
list-id-none,1,1,4,3,71833,23944
list-id-none,1,2,4,6,141853,23642
list-id-none,1,4,4,12,105388,8782
list-id-none,1,8,4,24,105178,4382
list-id-none,1,12,4,36,114448,3179
list-id-none,1,16,4,48,108179,2253
list-id-none,4,1,4,12,115897,9658
list-id-none,4,2,4,24,120600,5025
list-id-none,4,4,4,48,140214,2921
list-id-none,8,1,4,24,237637,9901
list-id-none,12,2,4,72,334930,4651
list-id-none,12,4,4,144,375704,2609
list-id-none,12,12,4,432,339122,785
list-id-none,16,1,4,48,421019,8771
list-id-none,16,8,4,384,401492,1045
list-id-s,1,10,4,30,72685,2422
list-id-s,1,20,4,60,142136,2368
list-id-s,1,40,4,120,95945,799
list-id-s,1,80,4,240,223122,929
list-id-s,4,10,4,120,152944,1274
list-id-s,4,20,4,240,199032,829
list-id-s,4,40,4,480,273540,569
list-id-s,4,80,4,960,689980,718
list-id-s,8,10,4,240,243363,1014
list-id-s,8,20,4,480,293042,610
list-id-s,8,40,4,960,566708,590
list-id-s,8,80,4,1920,1645181,856
list-id-s,12,10,4,360,343328,953
list-id-s,12,20,4,720,418028,580
list-id-s,12,40,4,1440,989431,687
list-id-s,12,80,4,2880,2854622,991
list-id-s,16,10,4,480,437893,912
list-id-s,16,20,4,960,693158,722
list-id-s,16,40,4,1920,1568119,816
list-id-s,16,80,4,3840,4489524,1169
list-id-m,1,10,4,30,143614,4787,124
list-id-m,1,20,4,60,151786,2529,82
list-id-m,1,40,4,120,157653,1313,92
list-id-m,1,80,4,240,149006,620,55
list-id-m,4,10,4,120,190866,1590,1289
list-id-m,4,20,4,240,271389,1130,1904
list-id-m,4,40,4,480,406451,846,1905
list-id-m,4,80,4,960,867708,903,2144
list-id-m,8,10,4,240,259831,1082,233
list-id-m,8,20,4,480,436624,909,3252
list-id-m,8,40,4,960,762222,793,3377
list-id-m,8,80,4,1920,1831119,953,6545
list-id-m,12,10,4,360,324378,901,1477
list-id-m,12,20,4,720,647208,898,5733
list-id-m,12,40,4,1440,1301613,903,8735
list-id-m,12,80,4,2880,3141579,1090,13023
list-id-m,16,10,4,480,463327,965,316
list-id-m,16,20,4,960,776383,808,6545
list-id-m,16,40,4,1920,1683436,876,11097
list-id-m,16,80,4,3840,4393253,1144,19508
list-none-s,1,1000,2,3000,4607514,1535
list-none-s,4,1000,2,12000,89472906,7456
list-none-s,8,1000,2,24000,211961891,8831
list-none-s,12,1000,2,36000,431531940,11986
list-none-s,16,1000,2,48000,835463556,17405
list-none-s,1,1000,4,3000,2437882,812
list-none-s,4,1000,4,12000,38558568,3213
list-none-s,8,1000,4,24000,75775002,3157
list-none-s,12,1000,4,36000,137634073,3823
list-none-s,16,1000,4,48000,243332702,5069
list-none-s,1,1000,8,3000,1399967,466
list-none-s,4,1000,8,12000,18851475,1570
list-none-s,8,1000,8,24000,30602854,1275
list-none-s,12,1000,8,36000,46911955,1303
list-none-s,16,1000,8,48000,77473999,1614
list-none-s,1,1000,16,3000,914921,304
list-none-s,4,1000,16,12000,9515678,792
list-none-s,8,1000,16,24000,13601809,566
list-none-s,12,1000,16,36000,19050678,529
list-none-s,16,1000,16,48000,28291910,589
list-none-m,1,1000,2,3000,4561278,1520,55
list-none-m,4,1000,2,12000,63512494,5292,19417
list-none-m,8,1000,2,24000,206457355,8602,80066
list-none-m,12,1000,2,36000,499180482,13866,211346
list-none-m,16,1000,2,48000,967960079,20165,429119
list-none-m,1,1000,4,3000,2706222,902,57
list-none-m,4,1000,4,12000,27011363,2250,6038
list-none-m,8,1000,4,24000,70679890,2944,22743
list-none-m,12,1000,4,36000,154360150,4287,57271
list-none-m,16,1000,4,48000,279943970,5832,111400
list-none-m,1,1000,8,3000,1623811,541,51
list-none-m,4,1000,8,12000,14180690,1181,2334
list-none-m,8,1000,8,24000,29080851,1211,7082
list-none-m,12,1000,8,36000,55093245,1530,16160
list-none-m,16,1000,8,48000,87049019,1813,28387
list-none-m,1,1000,16,3000,1092408,364,55
list-none-m,4,1000,16,12000,8145004,678,1003
list-none-m,8,1000,16,24000,13810001,575,2422
list-none-m,12,1000,16,36000,22687657,630,4890
list-none-m,16,1000,16,48000,34832252,725,8571
